Titulo;Genero;Linguagens;Categoria;Disponibilidade_Geografica;Duracao;IMDb_Score;Rotten_Tomatoes_Score;Metacritic_Score;Premios_Recebidos;Premios_Indicados;Receita_Bilheteria;Data_Lancamento_Netflix;Total_Score
Lets Fight Ghost;Crime;Swedish, Spanish;Series;1;< 30 minutes;7.9;9.8;8.2;3.609665427509294;6.350078492935636;1;2021-03-04;8.633333333333335
HOW TO BUILD A GIRL;Comedy;English;Movie;1;1-2 hour;5.8;7.9;6.9;1.0;0.0;1;2021-03-04;6.866666666666667
The Invisible;Crime;English;Movie;15;1-2 hour;6.2;2.0;3.6;0.0;1.0;1;2021-03-03;3.9333333333333336
Joker;Crime;English;Movie;12;1-2 hour;8.4;6.8;5.9;3.609665427509294;6.350078492935636;1;2021-03-03;7.033333333333334
I;Action;English, Sanskrit;Movie;15;1-2 hour;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2021-03-03;5.6000000000000005
Harrys Daughters;Adventure;English;Movie;17;1-2 hour;8.1;9.6;8.5;3.609665427509294;6.350078492935636;1;2021-03-03;8.733333333333334
The Closet;Comedy;French;Movie;1;1-2 hour;7.0;8.5;7.2;1.0;1.0;1;2021-03-01;7.566666666666666
Trial by Fire;Biography;English;Movie;1;> 2 hrs;6.9;6.1;5.1;0.0;0.0;1;2021-03-01;6.033333333333334
Framing John DeLorean;Documentary;English;Movie;1;1-2 hour;6.5;9.0;6.7;0.0;0.0;1;2021-03-01;7.3999999999999995
Alice;Comedy;English, Cantonese;Series;26;< 30 minutes;6.6;7.5;6.7;1.0;7.0;1;2021-03-01;6.933333333333334
Ordinary People;Drama;English;Movie;1;1-2 hour;7.7;8.9;8.6;3.609665427509294;14.0;1;2021-02-28;8.4
Paths of the Soul;Drama;Tibetan;Movie;1;1-2 hour;7.5;9.4;9.0;5.0;7.0;1;2021-02-28;8.633333333333333
Rebel in the Rye;Biography;English;Movie;1;1-2 hour;6.7;3.0;4.6;0.0;0.0;1;2021-02-28;4.766666666666667
Stray;Action;English;Movie;1;1-2 hour;4.8;5.6;5.4;0.0;0.0;NAO_DEFINIDO;2021-02-28;5.266666666666667
Stand by Me;Adventure;English;Movie;1;1-2 hour;8.1;9.1;7.5;5.0;11.0;1;2021-02-28;8.233333333333333
Wonderstruck;Adventure;English, Spanish;Movie;1;1-2 hour;6.2;6.8;7.1;1.0;6.350078492935636;1;2021-02-28;6.7
Intimate Strangers;Drama;French;Movie;1;1-2 hour;7.0;8.6;7.1;0.0;3.0;1;2021-02-28;7.566666666666666
The Girl on the Train;Crime;English, Spanish;Movie;36;> 2 hrs;6.5;4.4;4.8;4.0;12.0;1;2021-02-27;5.233333333333333
Ride Your Wave;Animation;Japanese;Movie;1;1-2 hour;6.8;9.3;6.3;2.0;3.0;1;2021-02-26;7.466666666666666
Red;Action;English, Russian;Movie;17;> 2 hrs;7.0;7.2;6.0;4.0;19.0;1;2021-02-23;6.733333333333333
Burden;Drama;English;Movie;1;1-2 hour;6.6;9.7;5.7;2.0;1.0;1;2021-02-19;7.333333333333333
Love;Drama;English, French;Movie;17;1-2 hour;6.1;4.0;5.1;2.0;1.0;1;2021-02-19;5.066666666666666
The Shadow;Action;English;Movie;1;1-2 hour;6.1;3.5;5.0;0.0;4.0;1;2021-02-17;4.866666666666666
Aftermath;Drama;English, Thai;Movie;17;1-2 hour;5.7;4.2;4.4;0.0;0.0;NAO_DEFINIDO;2021-02-17;4.766666666666667
Repo Man;Action;English, Spanish;Movie;6;1-2 hour;6.9;9.8;8.2;2.0;3.0;1;2021-02-16;8.299999999999999
For Love of the Game;Drama;English;Movie;9;> 2 hrs;6.6;4.6;4.3;0.0;7.0;1;2021-02-16;5.166666666666666
The Crew;Comedy;English, Spanish;Series;36;< 30 minutes;5.7;2.0;3.7;1.0;0.0;1;2021-02-16;3.8000000000000003
The Replacement Killers;Action;English, Cantonese;Movie;1;1-2 hour;6.2;3.6;4.2;0.0;1.0;1;2021-02-15;4.666666666666667
Then Came You;Adventure;;Movie;1;1-2 hour;7.0;5.9;4.4;0.0;0.0;NAO_DEFINIDO;2021-02-15;5.766666666666667
The Flower of Evil;Drama;French;Movie;1;1-2 hour;6.5;6.4;6.7;0.0;2.0;1;2021-02-15;6.533333333333334
Madame Bovary;Drama;English, French, Latin, German;Movie;1;> 2 hrs;5.7;4.3;5.2;0.0;2.0;1;2021-02-15;5.066666666666666
Lassie Come Home;Adventure;English;Movie;1;1-2 hour;7.1;9.4;7.8;3.0;2.0;NAO_DEFINIDO;2021-02-11;8.1
Mr. & Mrs. Incredible;Action;English, Spanish;Movie;2;1-2 hour;6.5;6.0;5.5;9.0;18.0;1;2021-02-08;6.0
The Assault;Action;French, Arabic;Movie;17;1-2 hour;6.1;5.3;5.5;0.0;0.0;NAO_DEFINIDO;2021-02-04;5.633333333333333
Step;Documentary;English;Movie;1;1-2 hour;6.8;9.6;8.1;9.0;6.350078492935636;1;2021-02-02;8.166666666666666
Breaking News;Action;Cantonese, Mandarin, English;Movie;1;> 2 hrs;6.7;7.9;6.3;5.0;11.0;NAO_DEFINIDO;2021-02-02;6.966666666666666
The Great Race;Action;English;Movie;1;> 2 hrs;7.3;7.4;7.1;3.0;14.0;NAO_DEFINIDO;2021-02-01;7.266666666666666
Ill Always Know What You Did Last Summer;Action;English, Sanskrit;Movie;4;1-2 hour;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2021-02-01;5.6000000000000005
The House That Jack Built;Crime;English, German, Italian;Movie;1;> 2 hrs;6.8;5.9;4.2;11.0;6.350078492935636;1;2021-01-29;5.633333333333333
Trolls World Tour;Animation;English;Movie;1;1-2 hour;6.1;7.0;5.1;1.0;8.0;NAO_DEFINIDO;2021-01-29;6.066666666666666
Sonic the Hedgehog;Action;English, French;Movie;2;1-2 hour;6.5;6.3;4.7;2.0;6.0;1;2021-01-28;5.833333333333333
Touch Me Not;Drama;English, German;Movie;1;> 2 hrs;5.9;5.9;6.5;4.0;19.0;1;2021-01-24;6.1000000000000005
The Hunt;Drama;Danish, English, Polish;Movie;1;1-2 hour;8.3;9.3;7.7;3.609665427509294;6.350078492935636;1;2021-01-24;8.433333333333334
Dragon;Action;Mandarin;Movie;1;1-2 hour;7.1;8.5;6.2;3.609665427509294;6.350078492935636;1;2021-01-22;7.266666666666667
Im Home;Action;English, Sanskrit;Series;4;< 30 minutes;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2021-01-22;5.6000000000000005
Affliction;Drama;English;Movie;3;1-2 hour;7.0;8.8;7.9;8.0;19.0;1;2021-01-21;7.900000000000001
So Im a Spider, So What?;Comedy;English, Russian;Series;1;< 30 minutes;6.4;5.1;5.4;0.0;0.0;1;2021-01-16;5.633333333333333
Wish You;Drama;English, Vietnamese, Khmer;Movie;36;1-2 hour;5.9;7.2;6.0;10.0;6.350078492935636;1;2021-01-15;6.366666666666667
Marlina the Murderer in Four Acts;Drama;Indonesian;Movie;1;1-2 hour;7.0;9.8;7.7;3.609665427509294;6.350078492935636;1;2021-01-14;8.166666666666666
Lupin;Animation;Japanese, English, French;Series;36;< 30 minutes;7.7;9.5;7.1;1.0;1.0;1;2021-01-09;8.1
Infamous;Biography;English;Movie;1;1-2 hour;7.0;7.4;6.8;3.0;2.0;1;2021-01-08;7.066666666666667
The Chamber;Crime;English;Movie;1;1-2 hour;6.0;1.2;4.5;0.0;2.0;1;2021-01-02;3.9
Measure for Measure;Drama;English;Movie;1;1-2 hour;5.5;3.5;4.6;0.0;5.0;NAO_DEFINIDO;2021-01-02;4.533333333333333
Midnight Family;Documentary;Spanish;Movie;3;1-2 hour;7.4;9.7;8.1;3.609665427509294;6.350078492935636;1;2021-01-02;8.4
My Girl;Comedy;English;Series;1;< 30 minutes;6.9;5.3;5.6;2.0;5.0;1;2021-01-01;5.933333333333334
Waves;Drama;English;Movie;4;> 2 hrs;7.6;8.4;8.0;3.609665427509294;6.350078492935636;1;2021-01-01;8.0
Captive State;Action;English;Movie;1;1-2 hour;6.0;4.4;5.4;0.0;2.0;1;2021-01-01;5.266666666666667
The Elephant Man;Biography;English, French;Movie;2;> 2 hrs;8.1;9.2;7.8;10.0;6.350078492935636;1;2021-01-01;8.366666666666665
Teen Spirit;Drama;English, Polish;Movie;5;1-2 hour;6.1;7.1;5.7;0.0;3.0;1;2021-01-01;6.3
The Vigil;Horror;English, Yiddish, Hebrew;Movie;1;1-2 hour;5.5;9.2;6.6;0.0;1.0;NAO_DEFINIDO;2020-12-31;7.099999999999999
Saint Frances;Comedy;English;Movie;1;1-2 hour;7.1;9.9;8.3;11.0;17.0;1;2020-12-31;8.433333333333334
Proxima;Action;French, English, Russian, German;Movie;1;1-2 hour;6.4;8.3;7.1;4.0;6.0;NAO_DEFINIDO;2020-12-31;7.266666666666667
HOPE GAP;Drama;English;Movie;1;1-2 hour;6.7;6.4;5.8;0.0;1.0;1;2020-12-31;6.3
Under the Silver Lake;Crime;English;Movie;1;> 2 hrs;6.5;5.9;6.0;3.0;9.0;1;2020-12-30;6.133333333333333
Lizzie;Biography;English;Movie;1;1-2 hour;5.8;6.6;5.9;0.0;1.0;1;2020-12-28;6.099999999999999
Butterfly;Drama;Spanish, Gallegan, Latin;Movie;1;1-2 hour;7.6;9.6;6.9;6.0;19.0;1;2020-12-28;8.033333333333333
High Life;Adventure;English;Movie;1;1-2 hour;5.8;8.2;7.7;5.0;15.0;1;2020-12-28;7.233333333333333
Evils Wave;Drama;Swedish, Finnish;Series;1;< 30 minutes;7.8;6.8;6.1;9.0;10.0;1;2020-12-28;6.8999999999999995
The Last Full Measure;Drama;English;Movie;3;1-2 hour;6.8;5.9;5.1;0.0;1.0;1;2020-12-27;5.933333333333333
Just Mercy;Biography;English;Movie;2;> 2 hrs;7.6;8.5;6.8;10.0;15.0;1;2020-12-27;7.633333333333333
Reprisal;Action;English;Movie;1;1-2 hour;4.3;0.8;1.9;0.0;0.0;NAO_DEFINIDO;2020-12-27;2.333333333333333
The Last Tree;Drama;English;Movie;1;1-2 hour;6.5;9.8;6.7;3.0;11.0;1;2020-12-27;7.666666666666667
Judy & Punch;Biography;English;Movie;1;1-2 hour;6.8;8.1;6.6;3.609665427509294;6.350078492935636;1;2020-12-27;7.166666666666667
Grandmas Last Wishes;Comedy;English;Movie;35;1-2 hour;6.7;9.1;7.7;5.0;13.0;1;2020-12-26;7.833333333333333
Astro Boy;Animation;English;Series;4;< 30 minutes;6.3;5.0;5.3;0.0;4.0;1;2020-12-25;5.533333333333334
Hotel by the River;Drama;Korean;Movie;1;1-2 hour;6.7;9.5;7.9;6.0;12.0;1;2020-12-23;8.033333333333333
Vivarium;Comedy;English;Movie;1;1-2 hour;5.8;7.2;6.4;3.0;5.0;NAO_DEFINIDO;2020-12-23;6.466666666666666
Babyteeth;Comedy;English;Movie;2;1-2 hour;7.2;9.4;7.7;3.609665427509294;6.350078492935636;1;2020-12-23;8.1
The Guys;Drama;English;Movie;3;1-2 hour;6.3;7.3;6.0;1.0;2.0;1;2020-12-17;6.533333333333334
Grizzlies;Biography;Inuktitut, English;Movie;1;1-2 hour;7.5;8.5;6.9;7.0;9.0;1;2020-12-16;7.633333333333333
Silent Night;Comedy;English;Movie;1;1-2 hour;5.2;6.4;5.3;0.0;0.0;1;2020-12-16;5.633333333333333
Georgetown;Biography;English;Movie;3;1-2 hour;5.8;4.5;4.6;0.0;0.0;NAO_DEFINIDO;2020-12-15;4.966666666666666
The Other;Drama;English;Movie;1;1-2 hour;6.9;8.3;6.5;1.0;0.0;1;2020-12-12;7.233333333333334
What If;Comedy;English;Movie;1;1-2 hour;6.8;7.4;5.9;2.0;8.0;1;2020-12-12;6.7
Wind;Action;English;Movie;1;1-2 hour;6.4;5.0;5.7;0.0;0.0;1;2020-12-12;5.7
Living in Oblivion;Comedy;English;Movie;1;1-2 hour;7.5;8.8;8.1;7.0;8.0;1;2020-12-12;8.133333333333333
Louis & Luca - The Big Cheese Race;Mystery;English;Movie;1;1-2 hour;6.3;3.8;4.1;2.0;5.0;NAO_DEFINIDO;2020-12-12;4.733333333333333
Gilberts Grim Revenge;Documentary;English;Movie;1;1-2 hour;7.5;9.5;7.3;1.0;1.0;1;2020-12-12;8.1
Deck the Halls;Comedy;English, German;Movie;1;1-2 hour;5.0;0.6;2.8;1.0;8.0;1;2020-12-12;2.8000000000000003
I Can Only Imagine;Biography;English;Movie;3;1-2 hour;7.3;6.3;3.0;6.0;4.0;1;2020-12-12;5.533333333333334
Mystery;Adventure;English;Series;2;< 30 minutes;7.0;7.1;5.1;3.0;8.0;1;2020-12-12;6.3999999999999995
Me & You vs The World;Biography;English, French;Movie;2;1-2 hour;8.1;9.6;7.5;3.609665427509294;6.350078492935636;1;2020-12-12;8.4
Blood Ties;Action;English, Italian, Spanish;Movie;2;1-2 hour;6.5;5.2;4.5;0.0;0.0;1;2020-12-12;5.3999999999999995
The Way Back;Adventure;English, Russian, Polish, Tibetan, Mongolian;Movie;1;1-2 hour;7.3;7.4;6.6;4.0;5.0;1;2020-12-12;7.099999999999999
The Whistleblower;Biography;English, Romanian, Russian, Serbian, Ukrainian;Movie;1;> 2 hrs;7.1;7.5;5.9;8.0;11.0;1;2020-12-12;6.833333333333333
Promare;Animation;Japanese;Movie;1;1-2 hour;7.1;9.7;7.7;0.0;2.0;1;2020-12-11;8.166666666666666
Its Me, Its Me;Horror;English, Hebrew;Movie;2;1-2 hour;7.3;8.6;6.9;8.0;6.350078492935636;1;2020-12-11;7.599999999999999
Babel;Drama;English, Arabic, Spanish, Japanese, Berber languages, French, Russian, Japanese Sign Language;Series;1;< 30 minutes;7.4;6.9;6.9;3.609665427509294;6.350078492935636;1;2020-12-08;7.066666666666667
The War of the Worlds;Action;English, Spanish;Series;3;< 30 minutes;7.1;8.3;7.8;5.0;2.0;NAO_DEFINIDO;2020-12-07;7.733333333333333
Hover;Sci-Fi;English;Movie;2;1-2 hour;3.8;2.0;4.0;0.0;0.0;NAO_DEFINIDO;2020-12-06;3.266666666666667
Halloween 4: The Return of Michael Myers;Horror;English;Movie;1;1-2 hour;5.9;2.9;3.4;1.0;2.0;1;2020-12-06;4.066666666666667
Emma;Comedy;English;Movie;1;> 2 hrs;6.6;8.9;6.6;3.0;7.0;1;2020-12-06;7.366666666666667
Abominable;Animation;English, Mandarin;Movie;1;1-2 hour;7.0;8.1;6.1;4.0;6.350078492935636;1;2020-12-06;7.066666666666666
Detention;Comedy;English;Series;36;< 30 minutes;5.7;4.1;4.5;0.0;4.0;NAO_DEFINIDO;2020-12-06;4.766666666666667
Hard to Kill;Action;English;Movie;4;1-2 hour;5.8;3.8;4.1;0.0;0.0;1;2020-12-02;4.566666666666666
Being Frank;Comedy;English;Movie;1;1-2 hour;6.0;3.4;4.1;3.0;5.0;1;2020-12-02;4.5
The Sunlit Night;Drama;English, Norwegian;Movie;2;1-2 hour;6.1;3.4;4.7;0.0;1.0;NAO_DEFINIDO;2020-12-01;4.733333333333333
The Room;Drama;English;Movie;4;< 30 minutes;3.7;2.4;0.9;1.0;0.0;1;2020-12-01;2.3333333333333335
Dora and the Lost City of Gold;Adventure;English, Spanish, Quechua;Movie;5;1-2 hour;6.1;8.5;6.3;4.0;2.0;1;2020-12-01;6.966666666666666
The Rhythm Section;Action;English, French;Movie;2;1-2 hour;5.3;2.8;4.5;1.0;3.0;1;2020-12-01;4.2
Godzilla & Mothra: Battle for Earth;Action;English, Japanese;Movie;1;1-2 hour;6.4;7.6;6.2;7.0;6.350078492935636;1;2020-12-01;6.733333333333334
Godzilla;Action;English, Japanese;Movie;1;1-2 hour;6.4;7.6;6.2;7.0;6.350078492935636;1;2020-12-01;6.733333333333334
Fiction.;Crime;English, Spanish, French;Movie;3;1-2 hour;8.9;9.2;9.4;3.609665427509294;6.350078492935636;1;2020-12-01;9.166666666666666
The Guest;Action;English;Series;36;< 30 minutes;6.7;9.1;7.6;4.0;13.0;1;2020-12-01;7.8
Rust Creek;Crime;English;Movie;1;1-2 hour;5.9;8.4;5.9;9.0;0.0;NAO_DEFINIDO;2020-12-01;6.733333333333334
Respiro;Drama;Italian, Sicilian;Movie;1;< 30 minutes;7.0;7.6;6.5;3.609665427509294;11.0;1;2020-11-30;7.033333333333334
The Embalmer;Drama;Italian;Movie;1;1-2 hour;7.0;8.1;7.1;3.609665427509294;6.350078492935636;1;2020-11-30;7.3999999999999995
A Perfect Day;Comedy;English, Serbian, Spanish, French, Bosnian;Movie;1;1-2 hour;6.8;7.2;6.0;4.0;6.350078492935636;1;2020-11-30;6.666666666666667
Distance;Drama;Japanese;Movie;3;1-2 hour;6.9;8.0;5.8;0.0;1.0;NAO_DEFINIDO;2020-11-29;6.8999999999999995
The Sisters Brothers;Crime;English;Movie;8;< 30 minutes;7.0;8.7;7.8;11.0;6.350078492935636;1;2020-11-29;7.833333333333333
All About the Benjamins;Action;English, French;Movie;1;1-2 hour;5.9;3.0;3.4;0.0;0.0;1;2020-11-29;4.1000000000000005
The Man Who Killed Don Quixote;Adventure;English, Spanish;Movie;1;< 30 minutes;6.4;6.4;5.8;4.0;7.0;1;2020-11-28;6.2
The Informer;Action;English, Polish, Spanish;Movie;1;1-2 hour;6.6;6.2;6.1;0.0;1.0;1;2020-11-28;6.3
True History of the Kelly Gang;Biography;English, Latin;Movie;1;> 2 hrs;6.0;7.9;7.5;6.0;13.0;1;2020-11-28;7.133333333333333
Widows;Crime;English, Spanish, Polish;Movie;1;> 2 hrs;6.9;9.1;8.4;3.609665427509294;6.350078492935636;1;2020-11-28;8.133333333333333
The Wretched;Horror;English;Movie;2;1-2 hour;5.8;7.5;6.1;4.0;4.0;1;2020-11-28;6.466666666666666
Buffaloed;Comedy;English;Movie;1;1-2 hour;6.2;7.9;6.1;0.0;0.0;1;2020-11-28;6.733333333333334
Best of the Best;Action;English;Movie;1;1-2 hour;6.5;7.2;2.6;0.0;1.0;1;2020-11-28;5.433333333333334
Im Standing on a Million Lives;Action;English, Sanskrit;Series;1;< 30 minutes;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-11-27;5.6000000000000005
Motherless Brooklyn;Crime;English, French;Movie;3;> 2 hrs;6.8;6.3;6.0;2.0;15.0;1;2020-11-27;6.366666666666667
Nightmare Cinema;Horror;English;Movie;1;1-2 hour;5.5;7.7;6.0;0.0;2.0;NAO_DEFINIDO;2020-11-27;6.3999999999999995
Pandemic;Action;English;Movie;1;> 2 hrs;4.4;4.4;4.7;0.0;0.0;NAO_DEFINIDO;2020-11-27;4.500000000000001
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn);Action;English, Chinese;Movie;3;1-2 hour;6.1;7.8;6.0;5.0;6.350078492935636;1;2020-11-27;6.633333333333333
Billionaire Boys Club;Biography;English;Movie;1;1-2 hour;5.6;0.7;3.0;1.0;0.0;1;2020-11-27;3.0999999999999996
Arizona;Comedy;English;Movie;3;1-2 hour;5.8;4.3;4.1;0.0;1.0;NAO_DEFINIDO;2020-11-27;4.733333333333333
American Animals;Biography;English, Dutch;Movie;1;1-2 hour;7.0;8.8;6.8;10.0;6.350078492935636;1;2020-11-27;7.533333333333334
The Call;Crime;English;Movie;36;1-2 hour;6.7;4.4;5.1;1.0;11.0;1;2020-11-27;5.400000000000001
Whose Streets?;Documentary;English;Movie;1;1-2 hour;5.4;9.8;7.9;2.0;18.0;1;2020-11-22;7.7
Gemini Man;Action;English, French;Movie;5;1-2 hour;5.7;2.6;3.8;1.0;5.0;1;2020-11-20;4.033333333333333
Crawl;Action;English;Movie;8;1-2 hour;6.1;8.4;6.0;0.0;4.0;1;2020-11-20;6.833333333333333
Survivor;Action;English, Pushto, Mandarin;Series;1;< 30 minutes;5.6;0.8;2.8;0.0;0.0;NAO_DEFINIDO;2020-11-16;3.0666666666666664
A Guy & A Girl;Comedy;English;Movie;1;1-2 hour;6.4;4.2;4.5;1.0;8.0;1;2020-11-13;5.033333333333334
The Liberator;Biography;Spanish, English, French;Series;36;< 30 minutes;6.8;3.8;5.1;1.0;3.0;1;2020-11-12;5.233333333333333
Axolotl Overkill;Drama;German, English, Spanish, French;Movie;2;1-2 hour;5.3;6.4;6.5;2.0;5.0;NAO_DEFINIDO;2020-11-11;6.066666666666667
The Hero;Drama;English;Movie;1;1-2 hour;6.5;7.8;6.1;2.0;6.0;1;2020-11-11;6.8
Girls Revenge;Drama;English;Movie;36;1-2 hour;8.1;8.7;7.9;3.609665427509294;6.350078492935636;1;2020-11-07;8.233333333333333
Paranormal;Horror;English;Series;36;< 30 minutes;6.3;8.3;6.8;3.0;12.0;1;2020-11-05;7.133333333333333
The War of the Roses;Comedy;English;Movie;1;1-2 hour;6.9;8.5;7.9;2.0;9.0;1;2020-11-05;7.766666666666667
Harriet;Action;English;Movie;2;> 2 hrs;6.6;7.3;6.6;3.609665427509294;6.350078492935636;1;2020-11-05;6.833333333333333
Dolittle;Adventure;English, French;Movie;1;1-2 hour;5.6;1.4;2.6;1.0;1.0;1;2020-11-05;3.1999999999999997
Love & Anarchy;Drama;English, French;Series;36;< 30 minutes;6.1;4.0;5.1;2.0;1.0;1;2020-11-05;5.066666666666666
The Mermaid;Comedy;Mandarin;Movie;1;1-2 hour;6.2;9.5;6.9;8.0;13.0;1;2020-11-04;7.533333333333334
Night Shift;Comedy;English;Movie;1;1-2 hour;6.6;9.2;6.2;1.0;0.0;1;2020-11-04;7.333333333333333
MOTHER;Crime;Korean;Movie;36;> 2 hrs;7.8;9.6;7.9;3.609665427509294;6.350078492935636;1;2020-11-04;8.433333333333332
Evil;Drama;Swedish, Finnish;Series;1;< 30 minutes;7.8;6.8;6.1;9.0;10.0;1;2020-11-03;6.8999999999999995
Raising Victor Vargas;Drama;English, Spanish;Movie;1;1-2 hour;7.2;9.6;8.3;4.0;14.0;1;2020-11-03;8.366666666666667
Tortilla Soup;Comedy;English, Spanish;Movie;1;1-2 hour;6.7;7.4;5.8;2.0;7.0;1;2020-11-03;6.633333333333333
Yes, God, Yes;Comedy;English;Movie;2;1-2 hour;6.1;9.3;7.1;2.0;1.0;NAO_DEFINIDO;2020-11-03;7.5
I Am Woman;Biography;English;Movie;2;1-2 hour;6.6;6.8;5.4;1.0;11.0;NAO_DEFINIDO;2020-11-03;6.266666666666667
The Hummingbird Project;Drama;Russian, English, Spanish, Hebrew, Italian;Movie;1;1-2 hour;6.2;5.7;5.8;2.0;5.0;1;2020-11-03;5.8999999999999995
Amandla! A Revolution in Four Part Harmony;Documentary;English, Zulu;Movie;1;1-2 hour;7.4;8.3;7.8;11.0;7.0;1;2020-11-03;7.833333333333333
Sleeper;Comedy;English, Yiddish;Movie;2;1-2 hour;7.2;10.0;7.7;2.0;2.0;1;2020-11-01;8.299999999999999
The Mountain Between Us;Action;English;Movie;2;1-2 hour;6.4;3.8;4.8;2.0;1.0;1;2020-11-01;5.0
Im Not Ready for Christmas;Action;English, Sanskrit;Movie;2;1-2 hour;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-11-01;5.6000000000000005
Habermann;Drama;German, Czech, Latin;Movie;2;1-2 hour;7.1;3.3;4.6;5.0;7.0;NAO_DEFINIDO;2020-11-01;5.0
1917;Drama;English, French, German;Movie;4;1-2 hour;8.3;8.9;7.8;3.609665427509294;6.350078492935636;1;2020-11-01;8.333333333333334
The Queens Gambit;Biography;English, German, French;Series;36;< 30 minutes;7.3;9.6;9.1;3.609665427509294;6.350078492935636;1;2020-10-23;8.666666666666666
Im losing it;Action;English, Sanskrit;Movie;1;1-2 hour;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-10-22;5.6000000000000005
Rebecca;Drama;English, French;Movie;36;> 2 hrs;8.1;10.0;8.6;7.0;10.0;NAO_DEFINIDO;2020-10-21;8.9
Bending the Arc;Documentary;English;Movie;36;1-2 hour;7.7;10.0;8.0;1.0;1.0;1;2020-10-21;8.566666666666666
Brahms: The Boy II;Drama;English;Movie;4;1-2 hour;4.6;1.0;2.9;0.0;0.0;1;2020-10-16;2.8333333333333335
Disconnect;Drama;English;Movie;35;1-2 hour;7.5;7.0;6.4;0.0;0.0;1;2020-10-15;6.966666666666666
The Crew;Comedy;English, Spanish;Movie;1;> 2 hrs;5.7;2.0;3.7;1.0;0.0;1;2020-10-07;3.8000000000000003
The Rest Of Us;Drama;English, French;Movie;1;1-2 hour;6.2;9.1;7.4;0.0;3.0;NAO_DEFINIDO;2020-10-07;7.566666666666667
Honey Boy;Drama;English, Spanish;Movie;1;1-2 hour;7.3;9.4;7.3;10.0;6.350078492935636;1;2020-10-06;8.0
Black Christmas;Horror;English;Movie;1;1-2 hour;7.2;7.1;6.5;2.0;2.0;NAO_DEFINIDO;2020-10-06;6.933333333333333
Spotlight;Biography;English;Series;2;< 30 minutes;8.1;9.7;9.3;3.609665427509294;6.350078492935636;1;2020-10-03;9.033333333333333
Judy;Biography;English;Movie;1;1-2 hour;6.8;8.1;6.6;3.609665427509294;6.350078492935636;1;2020-10-03;7.166666666666667
A Madea Family Funeral;Comedy;English;Movie;3;1-2 hour;4.5;1.2;3.9;0.0;7.0;1;2020-10-02;3.1999999999999997
Shivers;Horror;English, French;Movie;2;1-2 hour;6.4;8.5;5.8;1.0;0.0;NAO_DEFINIDO;2020-10-01;6.8999999999999995
Aliens;Action;English;Series;1;< 30 minutes;8.3;9.7;8.4;3.609665427509294;6.350078492935636;1;2020-10-01;8.8
Im Leaving Now;Action;English, Sanskrit;Movie;34;1-2 hour;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-09-30;5.6000000000000005
Time Out;Drama;French;Movie;35;1-2 hour;7.4;9.7;8.8;2.0;8.0;1;2020-09-25;8.633333333333335
Rhino Season;Drama;Kurdish, Persian, Turkish, English;Movie;1;1-2 hour;6.4;6.6;6.6;6.0;6.0;NAO_DEFINIDO;2020-09-24;6.533333333333334
Rojo;Drama;Spanish;Movie;3;1-2 hour;6.4;9.6;7.6;3.609665427509294;6.350078492935636;1;2020-09-21;7.866666666666667
One Day;Drama;English;Movie;1;1-2 hour;7.0;3.6;4.8;1.0;2.0;1;2020-09-20;5.133333333333334
High & Low The Worst;Action;English;Movie;10;> 2 hrs;7.6;9.7;8.8;3.609665427509294;6.350078492935636;1;2020-09-20;8.7
High & Low The Movie 3 / Final Mission;Action;English;Movie;10;1-2 hour;7.6;9.7;8.8;3.609665427509294;6.350078492935636;1;2020-09-20;8.7
High & Low The Movie 2 / End of Sky;Action;English;Movie;10;> 2 hrs;7.6;9.7;8.8;3.609665427509294;6.350078492935636;1;2020-09-20;8.7
High & Low The Red Rain;Action;English;Movie;11;1-2 hour;7.6;9.7;8.8;3.609665427509294;6.350078492935636;1;2020-09-20;8.7
High & Low The Movie;Action;English;Movie;11;> 2 hrs;7.6;9.7;8.8;3.609665427509294;6.350078492935636;1;2020-09-20;8.7
The Last Word;Comedy;English;Series;36;< 30 minutes;6.6;4.0;4.0;0.0;0.0;1;2020-09-20;4.866666666666666
Dragons Dogma;Action;Mandarin;Series;36;< 30 minutes;7.1;8.5;6.2;3.609665427509294;6.350078492935636;1;2020-09-20;7.266666666666667
Whipped;Comedy;English, Italian;Movie;36;1-2 hour;4.6;1.3;1.0;0.0;1.0;1;2020-09-20;2.3
Battle of the Sexes;Biography;English;Movie;2;> 2 hrs;6.7;8.5;7.3;3.0;6.350078492935636;1;2020-09-16;7.5
Patti Cake$;Drama;English;Movie;2;1-2 hour;6.8;8.5;6.7;9.0;15.0;1;2020-09-16;7.333333333333333
The Lighthouse;Drama;English;Movie;1;1-2 hour;7.5;9.0;8.3;3.609665427509294;6.350078492935636;1;2020-09-14;8.266666666666667
Last Christmas;Comedy;English, Serbo-Croatian, Mandarin, French;Movie;1;1-2 hour;6.5;4.7;5.0;1.0;0.0;1;2020-09-14;5.3999999999999995
